,source,true,tokenized_source,tokenized_true,source_likelihood,true_likelihood
14,акцент в последнем предложении правда не совсем понятен,акцент в последнем предложении правда не совсем понятен,"['акцент', 'в', 'последнем', 'предложении', 'правда', 'не', 'совсем', 'понятен']","['акцент', 'в', 'последнем', 'предложении', 'правда', 'не', 'совсем', 'понятен']",-78.29634961026464,-78.8116848826698
15,в детстве я был толстым кучерявым и чрезвычайно прожорливым блондином,в детстве я был толстым кучерявым и чрезвычайно прожорливым блондином,"['в', 'детстве', 'я', 'был', 'толстым', 'кучерявым', 'и', 'чрезвычайно', 'прожорливым', 'блондином']","['в', 'детстве', 'я', 'был', 'толстым', 'кучерявым', 'и', 'чрезвычайно', 'прожорливым', 'блондином']",-94.86036228486321,-95.34012208826472
16,он сейчас в отъезде но почту проверять должен переодически,он сейчас в отъезде но почту проверять должен периодически,"['он', 'сейчас', 'в', 'отъезде', 'но', 'почту', 'проверять', 'должен', 'переодически']","['он', 'сейчас', 'в', 'отъезде', 'но', 'почту', 'проверять', 'должен', 'периодически']",-109.63452913344463,-113.7885760344461
17,колодцы практически везде оборудованы вот такими колесами наверное традиция,колодцы практически везде оборудованы вот такими колесами наверное традиция,"['колодцы', 'практически', 'везде', 'оборудованы', 'вот', 'такими', 'колесами', 'наверное', 'традиция']","['колодцы', 'практически', 'везде', 'оборудованы', 'вот', 'такими', 'колесами', 'наверное', 'традиция']",-144.37777768802658,-144.9071901425683
18,через пару минут он возращаеться и приносит два стакана честно говоря я так и не понял почему два ну да ладно нам не привыкать и когда я ему объяснил что нужно было три он долго порывался сбегать еще раз но видя какие стаканы он принес я понял что лучше пить из горла а стаканы или даже точнее бокалы енти это отдельная история енто были огромные бокалы под коктель маргарита,через пару минут он возвращается и приносит два стакана честно говоря я так и не понял почему два ну да ладно нам не привыкать и когда я ему объяснил что нужно было три он долго порывался сбегать еще раз но видя какие стаканы он принес я понял что лучше пить из горла а стаканы или даже точнее бокалы эти это отдельная история это были огромные бокалы под коктейль маргарита,"['через', 'пару', 'минут', 'он', 'возращаеться', 'и', 'приносит', 'два', 'стакана', 'честно', 'говоря', 'я', 'так', 'и', 'не', 'понял', 'почему', 'два', 'ну', 'да', 'ладно', 'нам', 'не', 'привыкать', 'и', 'когда', 'я', 'ему', 'объяснил', 'что', 'нужно', 'было', 'три', 'он', 'долго', 'порывался', 'сбегать', 'еще', 'раз', 'но', 'видя', 'какие', 'стаканы', 'он', 'принес', 'я', 'понял', 'что', 'лучше', 'пить', 'из', 'горла', 'а', 'стаканы', 'или', 'даже', 'точнее', 'бокалы', 'енти', 'это', 'отдельная', 'история', 'енто', 'были', 'огромные', 'бокалы', 'под', 'коктель', 'маргарита']","['через', 'пару', 'минут', 'он', 'возвращается', 'и', 'приносит', 'два', 'стакана', 'честно', 'говоря', 'я', 'так', 'и', 'не', 'понял', 'почему', 'два', 'ну', 'да', 'ладно', 'нам', 'не', 'привыкать', 'и', 'когда', 'я', 'ему', 'объяснил', 'что', 'нужно', 'было', 'три', 'он', 'долго', 'порывался', 'сбегать', 'еще', 'раз', 'но', 'видя', 'какие', 'стаканы', 'он', 'принес', 'я', 'понял', 'что', 'лучше', 'пить', 'из', 'горла', 'а', 'стаканы', 'или', 'даже', 'точнее', 'бокалы', 'эти', 'это', 'отдельная', 'история', 'это', 'были', 'огромные', 'бокалы', 'под', 'коктейль', 'маргарита']",-536.2714608432004,-502.82229759374627
19,живет где надо тормозит где надо разгоняется ставит цели и достегает их или просто сидит дома смотрит аниме,живет где надо тормозит где надо разгоняется ставит цели и достигает их или просто сидит дома смотрит аниме,"['живет', 'где', 'надо', 'тормозит', 'где', 'надо', 'разгоняется', 'ставит', 'цели', 'и', 'достегает', 'их', 'или', 'просто', 'сидит', 'дома', 'смотрит', 'аниме']","['живет', 'где', 'надо', 'тормозит', 'где', 'надо', 'разгоняется', 'ставит', 'цели', 'и', 'достигает', 'их', 'или', 'просто', 'сидит', 'дома', 'смотрит', 'аниме']",-205.9652356441573,-202.4509069014989
20,на второй день своего прибывания в общаге я заметил теннисный стол в общей комнате в доме напротив,на второй день своего пребывания в общаге я заметил теннисный стол в общей комнате в доме напротив,"['на', 'второй', 'день', 'своего', 'прибывания', 'в', 'общаге', 'я', 'заметил', 'теннисный', 'стол', 'в', 'общей', 'комнате', 'в', 'доме', 'напротив']","['на', 'второй', 'день', 'своего', 'пребывания', 'в', 'общаге', 'я', 'заметил', 'теннисный', 'стол', 'в', 'общей', 'комнате', 'в', 'доме', 'напротив']",-120.03141723989634,-98.76792448889364
21,последние пять тысяч лет человеческая нога туда не ступала даже у восьмого департамента что-то не сложилось,последние пять тысяч лет человеческая нога туда не ступала даже у восьмого департамента что-то не сложилось,"['последние', 'пять', 'тысяч', 'лет', 'человеческая', 'нога', 'туда', 'не', 'ступала', 'даже', 'у', 'восьмого', 'департамента', 'что-то', 'не', 'сложилось']","['последние', 'пять', 'тысяч', 'лет', 'человеческая', 'нога', 'туда', 'не', 'ступала', 'даже', 'у', 'восьмого', 'департамента', 'что-то', 'не', 'сложилось']",-135.56199157303348,-135.10252182592222
22,шеф просил учавствовать в тендере ceo,шеф просил участвовать в тендере ceo,"['шеф', 'просил', 'учавствовать', 'в', 'тендере', 'ceo']","['шеф', 'просил', 'участвовать', 'в', 'тендере', 'ceo']",-93.43396321332095,-87.63382822276799
23,а теперь смотрите чтоже мы увидили,а теперь смотрите что же мы увидели,"['а', 'теперь', 'смотрите', 'чтоже', 'мы', 'увидили']","['а', 'теперь', 'смотрите', 'что', 'же', 'мы', 'увидели']",-79.42619163278403,-64.89177035082436
24,я не тьолка я девачка,я не телка я девочка,"['я', 'не', 'тьолка', 'я', 'девачка']","['я', 'не', 'телка', 'я', 'девочка']",-70.5046916940408,-75.32574128091903
25,в общем началась война и через два года оба племени истребили друг друга полностью,в общем началась война и через два года оба племени истребили друг друга полностью,"['в', 'общем', 'началась', 'война', 'и', 'через', 'два', 'года', 'оба', 'племени', 'истребили', 'друг', 'друга', 'полностью']","['в', 'общем', 'началась', 'война', 'и', 'через', 'два', 'года', 'оба', 'племени', 'истребили', 'друг', 'друга', 'полностью']",-85.8569918779099,-86.50898372252092
26,интересный эффект гротескной иллюзии,интересный эффект гротескной иллюзии,"['интересный', 'эффект', 'гротескной', 'иллюзии']","['интересный', 'эффект', 'гротескной', 'иллюзии']",-63.57288124665128,-63.60402141400962
27,а вот чего они там таким составом делали это уже сложней,а вот чего они там таким составом делали это уже сложней,"['а', 'вот', 'чего', 'они', 'там', 'таким', 'составом', 'делали', 'это', 'уже', 'сложней']","['а', 'вот', 'чего', 'они', 'там', 'таким', 'составом', 'делали', 'это', 'уже', 'сложней']",-108.64773214291337,-109.63169504021432
28,я в российские агенства не верю,я в российские агентства не верю,"['я', 'в', 'российские', 'агенства', 'не', 'верю']","['я', 'в', 'российские', 'агентства', 'не', 'верю']",-59.35274382630936,-58.809429388703485
29,уничтоженный пожаром каменный храм восстановили своими силами в 1860 году уральские казаки,уничтоженный пожаром каменный храм восстановили своими силами в 1860 году уральские казаки,"['уничтоженный', 'пожаром', 'каменный', 'храм', 'восстановили', 'своими', 'силами', 'в', '1860', 'году', 'уральские', 'казаки']","['уничтоженный', 'пожаром', 'каменный', 'храм', 'восстановили', 'своими', 'силами', 'в', '1860', 'году', 'уральские', 'казаки']",-79.4757664991067,-79.93514952135168
30,длина 10 8 км а ширена в самом широком месте достегает 4 км,длина 10.8 км а ширина в самом широком месте достигает 4 км,"['длина', '10', '8', 'км', 'а', 'ширена', 'в', 'самом', 'широком', 'месте', 'достегает', '4', 'км']","['длина', '10.8', 'км', 'а', 'ширина', 'в', 'самом', 'широком', 'месте', 'достигает', '4', 'км']",-96.50668823522486,-69.22779930733321
31,дело и в том что белоруссия единственная постсоветская республика которая смогла переломить предначертанный ей ход событий остаться независимой и идти собственным путем,дело и в том что белоруссия единственная постсоветская республика которая смогла переломить предначертанный ей ход событий остаться независимой и идти собственным путем,"['дело', 'и', 'в', 'том', 'что', 'белоруссия', 'единственная', 'постсоветская', 'республика', 'которая', 'смогла', 'переломить', 'предначертанный', 'ей', 'ход', 'событий', 'остаться', 'независимой', 'и', 'идти', 'собственным', 'путем']","['дело', 'и', 'в', 'том', 'что', 'белоруссия', 'единственная', 'постсоветская', 'республика', 'которая', 'смогла', 'переломить', 'предначертанный', 'ей', 'ход', 'событий', 'остаться', 'независимой', 'и', 'идти', 'собственным', 'путем']",-163.91646776239375,-163.87903203619254
32,да впринципе ниче особого говорю так как есть,да в принципе ничего особого говорю так как есть,"['да', 'впринципе', 'ниче', 'особого', 'говорю', 'так', 'как', 'есть']","['да', 'в', 'принципе', 'ничего', 'особого', 'говорю', 'так', 'как', 'есть']",-120.34085870103657,-96.69187021817204
33,чесно говоря выбора у нас особого не было как добираться до питера потому что самолет дорого а на машине я ехать отказалась потому что жалко мне и водителя одного и ребенка мучить не хотелось,честно говоря выбора у нас особого не было как добираться до питера потому что самолет дорого а на машине я ехать отказалась потому что жалко мне и водителя одного и ребенка мучить не хотелось,"['чесно', 'говоря', 'выбора', 'у', 'нас', 'особого', 'не', 'было', 'как', 'добираться', 'до', 'питера', 'потому', 'что', 'самолет', 'дорого', 'а', 'на', 'машине', 'я', 'ехать', 'отказалась', 'потому', 'что', 'жалко', 'мне', 'и', 'водителя', 'одного', 'и', 'ребенка', 'мучить', 'не', 'хотелось']","['честно', 'говоря', 'выбора', 'у', 'нас', 'особого', 'не', 'было', 'как', 'добираться', 'до', 'питера', 'потому', 'что', 'самолет', 'дорого', 'а', 'на', 'машине', 'я', 'ехать', 'отказалась', 'потому', 'что', 'жалко', 'мне', 'и', 'водителя', 'одного', 'и', 'ребенка', 'мучить', 'не', 'хотелось']",-276.7409858883524,-270.4328477628088
34,помоему надо их уже ставить к стенке и просто в тупую растреливать,по-моему надо их уже ставить к стенке и просто втупую расстреливать,"['помоему', 'надо', 'их', 'уже', 'ставить', 'к', 'стенке', 'и', 'просто', 'в', 'тупую', 'растреливать']","['по-моему', 'надо', 'их', 'уже', 'ставить', 'к', 'стенке', 'и', 'просто', 'втупую', 'расстреливать']",-107.75404633182204,-110.4906929823133
35,и незря эту песню перепевали 100 тысяч раз,и не зря эту песню перепевали 100 тысяч раз,"['и', 'незря', 'эту', 'песню', 'перепевали', '100', 'тысяч', 'раз']","['и', 'не', 'зря', 'эту', 'песню', 'перепевали', '100', 'тысяч', 'раз']",-78.87269232112561,-66.37349854870772
36,короче у вожатого имеется реальная маза недели две а то и три славно пожить на полном государственном обеспечении плюс детские сонники разные там мягкие булки и квадратные печенья с кефирчиком сверхурочно,короче у вожатого имеется реальная маза недели две а то и три славно пожить на полном государственном обеспечении плюс детские сонники разные там мягкие булки и квадратные печенья с кефирчиком сверхурочно,"['короче', 'у', 'вожатого', 'имеется', 'реальная', 'маза', 'недели', 'две', 'а', 'то', 'и', 'три', 'славно', 'пожить', 'на', 'полном', 'государственном', 'обеспечении', 'плюс', 'детские', 'сонники', 'разные', 'там', 'мягкие', 'булки', 'и', 'квадратные', 'печенья', 'с', 'кефирчиком', 'сверхурочно']","['короче', 'у', 'вожатого', 'имеется', 'реальная', 'маза', 'недели', 'две', 'а', 'то', 'и', 'три', 'славно', 'пожить', 'на', 'полном', 'государственном', 'обеспечении', 'плюс', 'детские', 'сонники', 'разные', 'там', 'мягкие', 'булки', 'и', 'квадратные', 'печенья', 'с', 'кефирчиком', 'сверхурочно']",-308.50869999898214,-308.50868019365544
37,уже в конце xx века на западе не вступивших в брак женщин было столько же сколько вступивших,уже в конце xx века на западе не вступивших в брак женщин было столько же сколько вступивших,"['уже', 'в', 'конце', 'xx', 'века', 'на', 'западе', 'не', 'вступивших', 'в', 'брак', 'женщин', 'было', 'столько', 'же', 'сколько', 'вступивших']","['уже', 'в', 'конце', 'xx', 'века', 'на', 'западе', 'не', 'вступивших', 'в', 'брак', 'женщин', 'было', 'столько', 'же', 'сколько', 'вступивших']",-144.36508498639483,-144.36508366379329
38,на сайте асинхронные машины откапал всю нужную информацию,на сайте асинхронные машины откопал всю нужную информацию,"['на', 'сайте', 'асинхронные', 'машины', 'откапал', 'всю', 'нужную', 'информацию']","['на', 'сайте', 'асинхронные', 'машины', 'откопал', 'всю', 'нужную', 'информацию']",-78.08853476352569,-92.18447246771413
39,к середине десятилетия увлечение вампирами изжевало себя,к середине десятилетия увлечение вампирами изживало себя,"['к', 'середине', 'десятилетия', 'увлечение', 'вампирами', 'изжевало', 'себя']","['к', 'середине', 'десятилетия', 'увлечение', 'вампирами', 'изживало', 'себя']",-92.15145749175377,-88.30372773506505
40,жека довел торги до 1000 но охранник не приклонился хотя оч хотел,жека довел торги до 1000 но охранник не преклонился хотя очень хотел,"['жека', 'довел', 'торги', 'до', '1000', 'но', 'охранник', 'не', 'приклонился', 'хотя', 'оч', 'хотел']","['жека', 'довел', 'торги', 'до', '1000', 'но', 'охранник', 'не', 'преклонился', 'хотя', 'очень', 'хотел']",-169.79713751028135,-160.06505530054676
41,оделась на голове чтото путно едаже соорудила вопреки опять же всему,оделась на голове что-то путное даже соорудила вопреки опять же всему,"['оделась', 'на', 'голове', 'чтото', 'путно', 'едаже', 'соорудила', 'вопреки', 'опять', 'же', 'всему']","['оделась', 'на', 'голове', 'что-то', 'путное', 'даже', 'соорудила', 'вопреки', 'опять', 'же', 'всему']",-154.95337715178164,-139.13304268245196
42,вдруг привычный черный небосвод распахивается слепящим кругом и жуткий нержавеющей стали черпак ворошит уносит комья потом небосвод захлопывается с громогласным звоном,вдруг привычный черный небосвод распахивается слепящим кругом и жуткий нержавеющей стали черпак ворошит уносит комья потом небосвод захлопывается с громогласным звоном,"['вдруг', 'привычный', 'черный', 'небосвод', 'распахивается', 'слепящим', 'кругом', 'и', 'жуткий', 'нержавеющей', 'стали', 'черпак', 'ворошит', 'уносит', 'комья', 'потом', 'небосвод', 'захлопывается', 'с', 'громогласным', 'звоном']","['вдруг', 'привычный', 'черный', 'небосвод', 'распахивается', 'слепящим', 'кругом', 'и', 'жуткий', 'нержавеющей', 'стали', 'черпак', 'ворошит', 'уносит', 'комья', 'потом', 'небосвод', 'захлопывается', 'с', 'громогласным', 'звоном']",-268.2660320819684,-268.266041881991
43,с шумом как то более театрально помойму,с шумом как-то более театрально по-моему,"['с', 'шумом', 'как', 'то', 'более', 'театрально', 'помойму']","['с', 'шумом', 'как-то', 'более', 'театрально', 'по-моему']",-94.13796582935576,-92.49379126794582
44,длинная картинка в альбоме контакта,длинная картинка в альбоме контакта,"['длинная', 'картинка', 'в', 'альбоме', 'контакта']","['длинная', 'картинка', 'в', 'альбоме', 'контакта']",-81.09499579340994,-81.09491826555144
45,в нос вставьте ватку так чтобы воздух проходил но была бы легкая одышка,в нос вставьте ватку так чтобы воздух проходил но была бы легкая одышка,"['в', 'нос', 'вставьте', 'ватку', 'так', 'чтобы', 'воздух', 'проходил', 'но', 'была', 'бы', 'легкая', 'одышка']","['в', 'нос', 'вставьте', 'ватку', 'так', 'чтобы', 'воздух', 'проходил', 'но', 'была', 'бы', 'легкая', 'одышка']",-145.00646882964173,-145.0064631816922
46,может и в правду лутче тебе молчать чем пытаться сказать,может и вправду лучше тебе молчать чем пытаться сказать,"['может', 'и', 'в', 'правду', 'лутче', 'тебе', 'молчать', 'чем', 'пытаться', 'сказать']","['может', 'и', 'вправду', 'лучше', 'тебе', 'молчать', 'чем', 'пытаться', 'сказать']",-127.95769469836513,-98.70410591208633
47,в течение часа самолет находился над целью отвлекая на себя огонь вражеских зениток,в течение часа самолет находился над целью отвлекая на себя огонь вражеских зениток,"['в', 'течение', 'часа', 'самолет', 'находился', 'над', 'целью', 'отвлекая', 'на', 'себя', 'огонь', 'вражеских', 'зениток']","['в', 'течение', 'часа', 'самолет', 'находился', 'над', 'целью', 'отвлекая', 'на', 'себя', 'огонь', 'вражеских', 'зениток']",-87.69150517596874,-87.69151475627339
48,не доверят то что очень хочеться попробывать и из-за этого какой-то неполноценной себя чувствовать начинаешь,не доверят то что очень хочется попробовать и из-за этого какой-то неполноценной себя чувствовать начинаешь,"['не', 'доверят', 'то', 'что', 'очень', 'хочеться', 'попробывать', 'и', 'из-за', 'этого', 'какой-то', 'неполноценной', 'себя', 'чувствовать', 'начинаешь']","['не', 'доверят', 'то', 'что', 'очень', 'хочется', 'попробовать', 'и', 'из-за', 'этого', 'какой-то', 'неполноценной', 'себя', 'чувствовать', 'начинаешь']",-142.57107422929647,-125.00713640106821
49,было бы желание а уж понятия тоталитарная секта и деструктивный культ всегда готовы принять в свои безразмерные объятия всякого кого нужно ничтоже сумняшеся заклеймить не утруждая себя задуматься о последствиях бездумного обращения с такими ярлыками-страшилками,было бы желание а уж понятия тоталитарная секта и деструктивный культ всегда готовы принять в свои безразмерные объятия всякого кого нужно ничтоже сумняшеся заклеймить не утруждая себя задуматься о последствиях бездумного обращения с такими ярлыками-страшилками,"['было', 'бы', 'желание', 'а', 'уж', 'понятия', 'тоталитарная', 'секта', 'и', 'деструктивный', 'культ', 'всегда', 'готовы', 'принять', 'в', 'свои', 'безразмерные', 'объятия', 'всякого', 'кого', 'нужно', 'ничтоже', 'сумняшеся', 'заклеймить', 'не', 'утруждая', 'себя', 'задуматься', 'о', 'последствиях', 'бездумного', 'обращения', 'с', 'такими', 'ярлыками-страшилками']","['было', 'бы', 'желание', 'а', 'уж', 'понятия', 'тоталитарная', 'секта', 'и', 'деструктивный', 'культ', 'всегда', 'готовы', 'принять', 'в', 'свои', 'безразмерные', 'объятия', 'всякого', 'кого', 'нужно', 'ничтоже', 'сумняшеся', 'заклеймить', 'не', 'утруждая', 'себя', 'задуматься', 'о', 'последствиях', 'бездумного', 'обращения', 'с', 'такими', 'ярлыками-страшилками']",-277.03974094449455,-277.03971179151483
50,меня радует что сейчас у меня перед глазами совесм другие примеры я по-любому буду следовать им и это хорошо что я уже сейчас знаю что такое слинг и сс и почему ребенка нужно класть на живот,меня радует что сейчас у меня перед глазами совсем другие примеры я по-любому буду следовать им и это хорошо что я уже сейчас знаю что такое слинг и сс и почему ребенка нужно класть на живот,"['меня', 'радует', 'что', 'сейчас', 'у', 'меня', 'перед', 'глазами', 'совесм', 'другие', 'примеры', 'я', 'по-любому', 'буду', 'следовать', 'им', 'и', 'это', 'хорошо', 'что', 'я', 'уже', 'сейчас', 'знаю', 'что', 'такое', 'слинг', 'и', 'сс', 'и', 'почему', 'ребенка', 'нужно', 'класть', 'на', 'живот']","['меня', 'радует', 'что', 'сейчас', 'у', 'меня', 'перед', 'глазами', 'совсем', 'другие', 'примеры', 'я', 'по-любому', 'буду', 'следовать', 'им', 'и', 'это', 'хорошо', 'что', 'я', 'уже', 'сейчас', 'знаю', 'что', 'такое', 'слинг', 'и', 'сс', 'и', 'почему', 'ребенка', 'нужно', 'класть', 'на', 'живот']",-259.216995356458,-239.81989677674613
51,оказался я тут в первый и надеюсь последний раз,оказался я тут в первый и надеюсь последний раз,"['оказался', 'я', 'тут', 'в', 'первый', 'и', 'надеюсь', 'последний', 'раз']","['оказался', 'я', 'тут', 'в', 'первый', 'и', 'надеюсь', 'последний', 'раз']",-74.1173348722297,-74.11735488096349
52,сегодня китай закупает более двух третей произведенной в судане нефти,сегодня китай закупает более двух третей произведенной в судане нефти,"['сегодня', 'китай', 'закупает', 'более', 'двух', 'третей', 'произведенной', 'в', 'судане', 'нефти']","['сегодня', 'китай', 'закупает', 'более', 'двух', 'третей', 'произведенной', 'в', 'судане', 'нефти']",-93.89131097962957,-93.89126760918262
53,многие ультра-националисты и другие люди положительно бы отнеслись к подобному решению вопроса,многие ультра-националисты и другие люди положительно бы отнеслись к подобному решению вопроса,"['многие', 'ультра-националисты', 'и', 'другие', 'люди', 'положительно', 'бы', 'отнеслись', 'к', 'подобному', 'решению', 'вопроса']","['многие', 'ультра-националисты', 'и', 'другие', 'люди', 'положительно', 'бы', 'отнеслись', 'к', 'подобному', 'решению', 'вопроса']",-78.00619174122158,-78.00620391677307
54,найдены также остатки мыла которое викинги делали самостоятельно,найдены также остатки мыла которое викинги делали самостоятельно,"['найдены', 'также', 'остатки', 'мыла', 'которое', 'викинги', 'делали', 'самостоятельно']","['найдены', 'также', 'остатки', 'мыла', 'которое', 'викинги', 'делали', 'самостоятельно']",-101.8966061099459,-101.89659847144976
