,source,true,tokenized_source,tokenized_true,source_likelihood,true_likelihood
10,но даже когда мы приблизились к нижнему уровню замка я поверить не могла что он такой огромный как показывалось на карте,но даже когда мы приблизились к нижнему уровню замка я поверить не могла что он такой огромный как показывалось на карте,"['но', 'даже', 'когда', 'мы', 'приблизились', 'к', 'нижнему', 'уровню', 'замка', 'я', 'поверить', 'не', 'могла', 'что', 'он', 'такой', 'огромный', 'как', 'показывалось', 'на', 'карте']","['но', 'даже', 'когда', 'мы', 'приблизились', 'к', 'нижнему', 'уровню', 'замка', 'я', 'поверить', 'не', 'могла', 'что', 'он', 'такой', 'огромный', 'как', 'показывалось', 'на', 'карте']",-59.42156982421875,-59.42156982421875
11,давно стоит понять что в этой жизни никто не зделает так как лутче тебе,давно стоит понять что в этой жизни никто не сделает так как лучше тебе,"['давно', 'стоит', 'понять', 'что', 'в', 'этой', 'жизни', 'никто', 'не', 'зделает', 'так', 'как', 'лутче', 'тебе']","['давно', 'стоит', 'понять', 'что', 'в', 'этой', 'жизни', 'никто', 'не', 'сделает', 'так', 'как', 'лучше', 'тебе']",-51.863372802734375,-40.096824645996094
12,а вообще конечно не представляю как все писят лет все забавляются над дядькой,а вообще конечно не представляю как все пятьдесят лет все забавляются над дядькой,"['а', 'вообще', 'конечно', 'не', 'представляю', 'как', 'все', 'писят', 'лет', 'все', 'забавляются', 'над', 'дядькой']","['а', 'вообще', 'конечно', 'не', 'представляю', 'как', 'все', 'пятьдесят', 'лет', 'все', 'забавляются', 'над', 'дядькой']",-58.68830490112305,-51.70522689819336
13,отработав под палящим магдалиновским солнцем народ ринулся к воде к самой чистой в,отработав под палящим магдалиновским солнцем народ ринулся к воде к самой чистой в,"['отработав', 'под', 'палящим', 'магдалиновским', 'солнцем', 'народ', 'ринулся', 'к', 'воде', 'к', 'самой', 'чистой', 'в']","['отработав', 'под', 'палящим', 'магдалиновским', 'солнцем', 'народ', 'ринулся', 'к', 'воде', 'к', 'самой', 'чистой', 'в']",-57.56087875366211,-57.56087875366211
14,акцент в последнем предложении правда не совсем понятен,акцент в последнем предложении правда не совсем понятен,"['акцент', 'в', 'последнем', 'предложении', 'правда', 'не', 'совсем', 'понятен']","['акцент', 'в', 'последнем', 'предложении', 'правда', 'не', 'совсем', 'понятен']",-24.86504364013672,-24.86504364013672
15,в детстве я был толстым кучерявым и чрезвычайно прожорливым блондином,в детстве я был толстым кучерявым и чрезвычайно прожорливым блондином,"['в', 'детстве', 'я', 'был', 'толстым', 'кучерявым', 'и', 'чрезвычайно', 'прожорливым', 'блондином']","['в', 'детстве', 'я', 'был', 'толстым', 'кучерявым', 'и', 'чрезвычайно', 'прожорливым', 'блондином']",-46.02022171020508,-46.02022171020508
16,он сейчас в отъезде но почту проверять должен переодически,он сейчас в отъезде но почту проверять должен периодически,"['он', 'сейчас', 'в', 'отъезде', 'но', 'почту', 'проверять', 'должен', 'переодически']","['он', 'сейчас', 'в', 'отъезде', 'но', 'почту', 'проверять', 'должен', 'периодически']",-41.2554817199707,-36.743099212646484
17,колодцы практически везде оборудованы вот такими колесами наверное традиция,колодцы практически везде оборудованы вот такими колесами наверное традиция,"['колодцы', 'практически', 'везде', 'оборудованы', 'вот', 'такими', 'колесами', 'наверное', 'традиция']","['колодцы', 'практически', 'везде', 'оборудованы', 'вот', 'такими', 'колесами', 'наверное', 'традиция']",-45.56334686279297,-45.56334686279297
18,через пару минут он возращаеться и приносит два стакана честно говоря я так и не понял почему два ну да ладно нам не привыкать и когда я ему объяснил что нужно было три он долго порывался сбегать еще раз но видя какие стаканы он принес я понял что лучше пить из горла а стаканы или даже точнее бокалы енти это отдельная история енто были огромные бокалы под коктель маргарита,через пару минут он возвращается и приносит два стакана честно говоря я так и не понял почему два ну да ладно нам не привыкать и когда я ему объяснил что нужно было три он долго порывался сбегать еще раз но видя какие стаканы он принес я понял что лучше пить из горла а стаканы или даже точнее бокалы эти это отдельная история это были огромные бокалы под коктейль маргарита,"['через', 'пару', 'минут', 'он', 'возращаеться', 'и', 'приносит', 'два', 'стакана', 'честно', 'говоря', 'я', 'так', 'и', 'не', 'понял', 'почему', 'два', 'ну', 'да', 'ладно', 'нам', 'не', 'привыкать', 'и', 'когда', 'я', 'ему', 'объяснил', 'что', 'нужно', 'было', 'три', 'он', 'долго', 'порывался', 'сбегать', 'еще', 'раз', 'но', 'видя', 'какие', 'стаканы', 'он', 'принес', 'я', 'понял', 'что', 'лучше', 'пить', 'из', 'горла', 'а', 'стаканы', 'или', 'даже', 'точнее', 'бокалы', 'енти', 'это', 'отдельная', 'история', 'енто', 'были', 'огромные', 'бокалы', 'под', 'коктель', 'маргарита']","['через', 'пару', 'минут', 'он', 'возвращается', 'и', 'приносит', 'два', 'стакана', 'честно', 'говоря', 'я', 'так', 'и', 'не', 'понял', 'почему', 'два', 'ну', 'да', 'ладно', 'нам', 'не', 'привыкать', 'и', 'когда', 'я', 'ему', 'объяснил', 'что', 'нужно', 'было', 'три', 'он', 'долго', 'порывался', 'сбегать', 'еще', 'раз', 'но', 'видя', 'какие', 'стаканы', 'он', 'принес', 'я', 'понял', 'что', 'лучше', 'пить', 'из', 'горла', 'а', 'стаканы', 'или', 'даже', 'точнее', 'бокалы', 'эти', 'это', 'отдельная', 'история', 'это', 'были', 'огромные', 'бокалы', 'под', 'коктейль', 'маргарита']",-241.89100646972656,-221.43356323242188
19,живет где надо тормозит где надо разгоняется ставит цели и достегает их или просто сидит дома смотрит аниме,живет где надо тормозит где надо разгоняется ставит цели и достигает их или просто сидит дома смотрит аниме,"['живет', 'где', 'надо', 'тормозит', 'где', 'надо', 'разгоняется', 'ставит', 'цели', 'и', 'достегает', 'их', 'или', 'просто', 'сидит', 'дома', 'смотрит', 'аниме']","['живет', 'где', 'надо', 'тормозит', 'где', 'надо', 'разгоняется', 'ставит', 'цели', 'и', 'достигает', 'их', 'или', 'просто', 'сидит', 'дома', 'смотрит', 'аниме']",-76.79489135742188,-70.59371948242188
20,на второй день своего прибывания в общаге я заметил теннисный стол в общей комнате в доме напротив,на второй день своего пребывания в общаге я заметил теннисный стол в общей комнате в доме напротив,"['на', 'второй', 'день', 'своего', 'прибывания', 'в', 'общаге', 'я', 'заметил', 'теннисный', 'стол', 'в', 'общей', 'комнате', 'в', 'доме', 'напротив']","['на', 'второй', 'день', 'своего', 'пребывания', 'в', 'общаге', 'я', 'заметил', 'теннисный', 'стол', 'в', 'общей', 'комнате', 'в', 'доме', 'напротив']",-50.858802795410156,-48.259483337402344
21,последние пять тысяч лет человеческая нога туда не ступала даже у восьмого департамента что-то не сложилось,последние пять тысяч лет человеческая нога туда не ступала даже у восьмого департамента что-то не сложилось,"['последние', 'пять', 'тысяч', 'лет', 'человеческая', 'нога', 'туда', 'не', 'ступала', 'даже', 'у', 'восьмого', 'департамента', 'что-то', 'не', 'сложилось']","['последние', 'пять', 'тысяч', 'лет', 'человеческая', 'нога', 'туда', 'не', 'ступала', 'даже', 'у', 'восьмого', 'департамента', 'что-то', 'не', 'сложилось']",-59.53400802612305,-59.53400802612305
22,шеф просил учавствовать в тендере ceo,шеф просил участвовать в тендере ceo,"['шеф', 'просил', 'учавствовать', 'в', 'тендере', 'ceo']","['шеф', 'просил', 'участвовать', 'в', 'тендере', 'ceo']",-35.488155364990234,-30.255338668823242
23,а теперь смотрите чтоже мы увидили,а теперь смотрите что же мы увидели,"['а', 'теперь', 'смотрите', 'чтоже', 'мы', 'увидили']","['а', 'теперь', 'смотрите', 'что', 'же', 'мы', 'увидели']",-34.38838195800781,-23.3848819732666
24,я не тьолка я девачка,я не телка я девочка,"['я', 'не', 'тьолка', 'я', 'девачка']","['я', 'не', 'телка', 'я', 'девочка']",-29.95507049560547,-23.62363624572754
25,в общем началась война и через два года оба племени истребили друг друга полностью,в общем началась война и через два года оба племени истребили друг друга полностью,"['в', 'общем', 'началась', 'война', 'и', 'через', 'два', 'года', 'оба', 'племени', 'истребили', 'друг', 'друга', 'полностью']","['в', 'общем', 'началась', 'война', 'и', 'через', 'два', 'года', 'оба', 'племени', 'истребили', 'друг', 'друга', 'полностью']",-40.608551025390625,-40.608551025390625
26,интересный эффект гротескной иллюзии,интересный эффект гротескной иллюзии,"['интересный', 'эффект', 'гротескной', 'иллюзии']","['интересный', 'эффект', 'гротескной', 'иллюзии']",-22.742443084716797,-22.742443084716797
27,а вот чего они там таким составом делали это уже сложней,а вот чего они там таким составом делали это уже сложней,"['а', 'вот', 'чего', 'они', 'там', 'таким', 'составом', 'делали', 'это', 'уже', 'сложней']","['а', 'вот', 'чего', 'они', 'там', 'таким', 'составом', 'делали', 'это', 'уже', 'сложней']",-40.62339401245117,-40.62339401245117
28,я в российские агенства не верю,я в российские агентства не верю,"['я', 'в', 'российские', 'агенства', 'не', 'верю']","['я', 'в', 'российские', 'агентства', 'не', 'верю']",-26.449420928955078,-23.428356170654297
29,уничтоженный пожаром каменный храм восстановили своими силами в 1860 году уральские казаки,уничтоженный пожаром каменный храм восстановили своими силами в 1860 году уральские казаки,"['уничтоженный', 'пожаром', 'каменный', 'храм', 'восстановили', 'своими', 'силами', 'в', '1860', 'году', 'уральские', 'казаки']","['уничтоженный', 'пожаром', 'каменный', 'храм', 'восстановили', 'своими', 'силами', 'в', '1860', 'году', 'уральские', 'казаки']",-36.260501861572266,-36.260501861572266
30,длина 10 8 км а ширена в самом широком месте достегает 4 км,длина 10.8 км а ширина в самом широком месте достигает 4 км,"['длина', '10', '8', 'км', 'а', 'ширена', 'в', 'самом', 'широком', 'месте', 'достегает', '4', 'км']","['длина', '10.8', 'км', 'а', 'ширина', 'в', 'самом', 'широком', 'месте', 'достигает', '4', 'км']",-50.048072814941406,-33.79367446899414
31,дело и в том что белоруссия единственная постсоветская республика которая смогла переломить предначертанный ей ход событий остаться независимой и идти собственным путем,дело и в том что белоруссия единственная постсоветская республика которая смогла переломить предначертанный ей ход событий остаться независимой и идти собственным путем,"['дело', 'и', 'в', 'том', 'что', 'белоруссия', 'единственная', 'постсоветская', 'республика', 'которая', 'смогла', 'переломить', 'предначертанный', 'ей', 'ход', 'событий', 'остаться', 'независимой', 'и', 'идти', 'собственным', 'путем']","['дело', 'и', 'в', 'том', 'что', 'белоруссия', 'единственная', 'постсоветская', 'республика', 'которая', 'смогла', 'переломить', 'предначертанный', 'ей', 'ход', 'событий', 'остаться', 'независимой', 'и', 'идти', 'собственным', 'путем']",-79.06874084472656,-79.06874084472656
32,да впринципе ниче особого говорю так как есть,да в принципе ничего особого говорю так как есть,"['да', 'впринципе', 'ниче', 'особого', 'говорю', 'так', 'как', 'есть']","['да', 'в', 'принципе', 'ничего', 'особого', 'говорю', 'так', 'как', 'есть']",-39.2919921875,-28.952348709106445
33,чесно говоря выбора у нас особого не было как добираться до питера потому что самолет дорого а на машине я ехать отказалась потому что жалко мне и водителя одного и ребенка мучить не хотелось,честно говоря выбора у нас особого не было как добираться до питера потому что самолет дорого а на машине я ехать отказалась потому что жалко мне и водителя одного и ребенка мучить не хотелось,"['чесно', 'говоря', 'выбора', 'у', 'нас', 'особого', 'не', 'было', 'как', 'добираться', 'до', 'питера', 'потому', 'что', 'самолет', 'дорого', 'а', 'на', 'машине', 'я', 'ехать', 'отказалась', 'потому', 'что', 'жалко', 'мне', 'и', 'водителя', 'одного', 'и', 'ребенка', 'мучить', 'не', 'хотелось']","['честно', 'говоря', 'выбора', 'у', 'нас', 'особого', 'не', 'было', 'как', 'добираться', 'до', 'питера', 'потому', 'что', 'самолет', 'дорого', 'а', 'на', 'машине', 'я', 'ехать', 'отказалась', 'потому', 'что', 'жалко', 'мне', 'и', 'водителя', 'одного', 'и', 'ребенка', 'мучить', 'не', 'хотелось']",-126.73287200927734,-122.32415008544922
34,помоему надо их уже ставить к стенке и просто в тупую растреливать,по-моему надо их уже ставить к стенке и просто втупую расстреливать,"['помоему', 'надо', 'их', 'уже', 'ставить', 'к', 'стенке', 'и', 'просто', 'в', 'тупую', 'растреливать']","['по-моему', 'надо', 'их', 'уже', 'ставить', 'к', 'стенке', 'и', 'просто', 'втупую', 'расстреливать']",-52.356632232666016,-46.60340118408203
35,и незря эту песню перепевали 100 тысяч раз,и не зря эту песню перепевали 100 тысяч раз,"['и', 'незря', 'эту', 'песню', 'перепевали', '100', 'тысяч', 'раз']","['и', 'не', 'зря', 'эту', 'песню', 'перепевали', '100', 'тысяч', 'раз']",-30.763036727905273,-27.372201919555664
36,короче у вожатого имеется реальная маза недели две а то и три славно пожить на полном государственном обеспечении плюс детские сонники разные там мягкие булки и квадратные печенья с кефирчиком сверхурочно,короче у вожатого имеется реальная маза недели две а то и три славно пожить на полном государственном обеспечении плюс детские сонники разные там мягкие булки и квадратные печенья с кефирчиком сверхурочно,"['короче', 'у', 'вожатого', 'имеется', 'реальная', 'маза', 'недели', 'две', 'а', 'то', 'и', 'три', 'славно', 'пожить', 'на', 'полном', 'государственном', 'обеспечении', 'плюс', 'детские', 'сонники', 'разные', 'там', 'мягкие', 'булки', 'и', 'квадратные', 'печенья', 'с', 'кефирчиком', 'сверхурочно']","['короче', 'у', 'вожатого', 'имеется', 'реальная', 'маза', 'недели', 'две', 'а', 'то', 'и', 'три', 'славно', 'пожить', 'на', 'полном', 'государственном', 'обеспечении', 'плюс', 'детские', 'сонники', 'разные', 'там', 'мягкие', 'булки', 'и', 'квадратные', 'печенья', 'с', 'кефирчиком', 'сверхурочно']",-136.6211395263672,-136.6211395263672
37,уже в конце xx века на западе не вступивших в брак женщин было столько же сколько вступивших,уже в конце xx века на западе не вступивших в брак женщин было столько же сколько вступивших,"['уже', 'в', 'конце', 'xx', 'века', 'на', 'западе', 'не', 'вступивших', 'в', 'брак', 'женщин', 'было', 'столько', 'же', 'сколько', 'вступивших']","['уже', 'в', 'конце', 'xx', 'века', 'на', 'западе', 'не', 'вступивших', 'в', 'брак', 'женщин', 'было', 'столько', 'же', 'сколько', 'вступивших']",-55.3816032409668,-55.3816032409668
38,на сайте асинхронные машины откапал всю нужную информацию,на сайте асинхронные машины откопал всю нужную информацию,"['на', 'сайте', 'асинхронные', 'машины', 'откапал', 'всю', 'нужную', 'информацию']","['на', 'сайте', 'асинхронные', 'машины', 'откопал', 'всю', 'нужную', 'информацию']",-31.226360321044922,-29.739208221435547
39,к середине десятилетия увлечение вампирами изжевало себя,к середине десятилетия увлечение вампирами изживало себя,"['к', 'середине', 'десятилетия', 'увлечение', 'вампирами', 'изжевало', 'себя']","['к', 'середине', 'десятилетия', 'увлечение', 'вампирами', 'изживало', 'себя']",-34.98705291748047,-34.98705291748047
40,жека довел торги до 1000 но охранник не приклонился хотя оч хотел,жека довел торги до 1000 но охранник не преклонился хотя очень хотел,"['жека', 'довел', 'торги', 'до', '1000', 'но', 'охранник', 'не', 'приклонился', 'хотя', 'оч', 'хотел']","['жека', 'довел', 'торги', 'до', '1000', 'но', 'охранник', 'не', 'преклонился', 'хотя', 'очень', 'хотел']",-61.88497543334961,-52.68975067138672
41,оделась на голове чтото путно едаже соорудила вопреки опять же всему,оделась на голове что-то путное даже соорудила вопреки опять же всему,"['оделась', 'на', 'голове', 'чтото', 'путно', 'едаже', 'соорудила', 'вопреки', 'опять', 'же', 'всему']","['оделась', 'на', 'голове', 'что-то', 'путное', 'даже', 'соорудила', 'вопреки', 'опять', 'же', 'всему']",-62.2119255065918,-49.83095169067383
42,вдруг привычный черный небосвод распахивается слепящим кругом и жуткий нержавеющей стали черпак ворошит уносит комья потом небосвод захлопывается с громогласным звоном,вдруг привычный черный небосвод распахивается слепящим кругом и жуткий нержавеющей стали черпак ворошит уносит комья потом небосвод захлопывается с громогласным звоном,"['вдруг', 'привычный', 'черный', 'небосвод', 'распахивается', 'слепящим', 'кругом', 'и', 'жуткий', 'нержавеющей', 'стали', 'черпак', 'ворошит', 'уносит', 'комья', 'потом', 'небосвод', 'захлопывается', 'с', 'громогласным', 'звоном']","['вдруг', 'привычный', 'черный', 'небосвод', 'распахивается', 'слепящим', 'кругом', 'и', 'жуткий', 'нержавеющей', 'стали', 'черпак', 'ворошит', 'уносит', 'комья', 'потом', 'небосвод', 'захлопывается', 'с', 'громогласным', 'звоном']",-121.46733856201172,-121.46733856201172
43,с шумом как то более театрально помойму,с шумом как-то более театрально по-моему,"['с', 'шумом', 'как', 'то', 'более', 'театрально', 'помойму']","['с', 'шумом', 'как-то', 'более', 'театрально', 'по-моему']",-33.570369720458984,-30.12103843688965
44,длинная картинка в альбоме контакта,длинная картинка в альбоме контакта,"['длинная', 'картинка', 'в', 'альбоме', 'контакта']","['длинная', 'картинка', 'в', 'альбоме', 'контакта']",-24.67222023010254,-24.67222023010254
45,в нос вставьте ватку так чтобы воздух проходил но была бы легкая одышка,в нос вставьте ватку так чтобы воздух проходил но была бы легкая одышка,"['в', 'нос', 'вставьте', 'ватку', 'так', 'чтобы', 'воздух', 'проходил', 'но', 'была', 'бы', 'легкая', 'одышка']","['в', 'нос', 'вставьте', 'ватку', 'так', 'чтобы', 'воздух', 'проходил', 'но', 'была', 'бы', 'легкая', 'одышка']",-55.840797424316406,-55.840797424316406
46,может и в правду лутче тебе молчать чем пытаться сказать,может и вправду лучше тебе молчать чем пытаться сказать,"['может', 'и', 'в', 'правду', 'лутче', 'тебе', 'молчать', 'чем', 'пытаться', 'сказать']","['может', 'и', 'вправду', 'лучше', 'тебе', 'молчать', 'чем', 'пытаться', 'сказать']",-44.533897399902344,-39.14876937866211
47,в течение часа самолет находился над целью отвлекая на себя огонь вражеских зениток,в течение часа самолет находился над целью отвлекая на себя огонь вражеских зениток,"['в', 'течение', 'часа', 'самолет', 'находился', 'над', 'целью', 'отвлекая', 'на', 'себя', 'огонь', 'вражеских', 'зениток']","['в', 'течение', 'часа', 'самолет', 'находился', 'над', 'целью', 'отвлекая', 'на', 'себя', 'огонь', 'вражеских', 'зениток']",-33.47850799560547,-33.47850799560547
48,не доверят то что очень хочеться попробывать и из-за этого какой-то неполноценной себя чувствовать начинаешь,не доверят то что очень хочется попробовать и из-за этого какой-то неполноценной себя чувствовать начинаешь,"['не', 'доверят', 'то', 'что', 'очень', 'хочеться', 'попробывать', 'и', 'из-за', 'этого', 'какой-то', 'неполноценной', 'себя', 'чувствовать', 'начинаешь']","['не', 'доверят', 'то', 'что', 'очень', 'хочется', 'попробовать', 'и', 'из-за', 'этого', 'какой-то', 'неполноценной', 'себя', 'чувствовать', 'начинаешь']",-68.57428741455078,-58.378177642822266
49,было бы желание а уж понятия тоталитарная секта и деструктивный культ всегда готовы принять в свои безразмерные объятия всякого кого нужно ничтоже сумняшеся заклеймить не утруждая себя задуматься о последствиях бездумного обращения с такими ярлыками-страшилками,было бы желание а уж понятия тоталитарная секта и деструктивный культ всегда готовы принять в свои безразмерные объятия всякого кого нужно ничтоже сумняшеся заклеймить не утруждая себя задуматься о последствиях бездумного обращения с такими ярлыками-страшилками,"['было', 'бы', 'желание', 'а', 'уж', 'понятия', 'тоталитарная', 'секта', 'и', 'деструктивный', 'культ', 'всегда', 'готовы', 'принять', 'в', 'свои', 'безразмерные', 'объятия', 'всякого', 'кого', 'нужно', 'ничтоже', 'сумняшеся', 'заклеймить', 'не', 'утруждая', 'себя', 'задуматься', 'о', 'последствиях', 'бездумного', 'обращения', 'с', 'такими', 'ярлыками-страшилками']","['было', 'бы', 'желание', 'а', 'уж', 'понятия', 'тоталитарная', 'секта', 'и', 'деструктивный', 'культ', 'всегда', 'готовы', 'принять', 'в', 'свои', 'безразмерные', 'объятия', 'всякого', 'кого', 'нужно', 'ничтоже', 'сумняшеся', 'заклеймить', 'не', 'утруждая', 'себя', 'задуматься', 'о', 'последствиях', 'бездумного', 'обращения', 'с', 'такими', 'ярлыками-страшилками']",-128.21066284179688,-128.21066284179688
50,меня радует что сейчас у меня перед глазами совесм другие примеры я по-любому буду следовать им и это хорошо что я уже сейчас знаю что такое слинг и сс и почему ребенка нужно класть на живот,меня радует что сейчас у меня перед глазами совсем другие примеры я по-любому буду следовать им и это хорошо что я уже сейчас знаю что такое слинг и сс и почему ребенка нужно класть на живот,"['меня', 'радует', 'что', 'сейчас', 'у', 'меня', 'перед', 'глазами', 'совесм', 'другие', 'примеры', 'я', 'по-любому', 'буду', 'следовать', 'им', 'и', 'это', 'хорошо', 'что', 'я', 'уже', 'сейчас', 'знаю', 'что', 'такое', 'слинг', 'и', 'сс', 'и', 'почему', 'ребенка', 'нужно', 'класть', 'на', 'живот']","['меня', 'радует', 'что', 'сейчас', 'у', 'меня', 'перед', 'глазами', 'совсем', 'другие', 'примеры', 'я', 'по-любому', 'буду', 'следовать', 'им', 'и', 'это', 'хорошо', 'что', 'я', 'уже', 'сейчас', 'знаю', 'что', 'такое', 'слинг', 'и', 'сс', 'и', 'почему', 'ребенка', 'нужно', 'класть', 'на', 'живот']",-118.46857452392578,-112.92835235595703
51,оказался я тут в первый и надеюсь последний раз,оказался я тут в первый и надеюсь последний раз,"['оказался', 'я', 'тут', 'в', 'первый', 'и', 'надеюсь', 'последний', 'раз']","['оказался', 'я', 'тут', 'в', 'первый', 'и', 'надеюсь', 'последний', 'раз']",-27.60884666442871,-27.60884666442871
52,сегодня китай закупает более двух третей произведенной в судане нефти,сегодня китай закупает более двух третей произведенной в судане нефти,"['сегодня', 'китай', 'закупает', 'более', 'двух', 'третей', 'произведенной', 'в', 'судане', 'нефти']","['сегодня', 'китай', 'закупает', 'более', 'двух', 'третей', 'произведенной', 'в', 'судане', 'нефти']",-46.888851165771484,-46.888851165771484
53,многие ультра-националисты и другие люди положительно бы отнеслись к подобному решению вопроса,многие ультра-националисты и другие люди положительно бы отнеслись к подобному решению вопроса,"['многие', 'ультра-националисты', 'и', 'другие', 'люди', 'положительно', 'бы', 'отнеслись', 'к', 'подобному', 'решению', 'вопроса']","['многие', 'ультра-националисты', 'и', 'другие', 'люди', 'положительно', 'бы', 'отнеслись', 'к', 'подобному', 'решению', 'вопроса']",-44.279815673828125,-44.279815673828125
54,найдены также остатки мыла которое викинги делали самостоятельно,найдены также остатки мыла которое викинги делали самостоятельно,"['найдены', 'также', 'остатки', 'мыла', 'которое', 'викинги', 'делали', 'самостоятельно']","['найдены', 'также', 'остатки', 'мыла', 'которое', 'викинги', 'делали', 'самостоятельно']",-34.07052230834961,-34.07052230834961
