,source,true,tokenized_source,tokenized_true,source_likelihood,true_likelihood
10,но даже когда мы приблизились к нижнему уровню замка я поверить не могла что он такой огромный как показывалось на карте,но даже когда мы приблизились к нижнему уровню замка я поверить не могла что он такой огромный как показывалось на карте,"['но', 'даже', 'когда', 'мы', 'приблизились', 'к', 'нижнему', 'уровню', 'замка', 'я', 'поверить', 'не', 'могла', 'что', 'он', 'такой', 'огромный', 'как', 'показывалось', 'на', 'карте']","['но', 'даже', 'когда', 'мы', 'приблизились', 'к', 'нижнему', 'уровню', 'замка', 'я', 'поверить', 'не', 'могла', 'что', 'он', 'такой', 'огромный', 'как', 'показывалось', 'на', 'карте']",-260.63726759439294,-258.605836330543
11,давно стоит понять что в этой жизни никто не зделает так как лутче тебе,давно стоит понять что в этой жизни никто не сделает так как лучше тебе,"['давно', 'стоит', 'понять', 'что', 'в', 'этой', 'жизни', 'никто', 'не', 'зделает', 'так', 'как', 'лутче', 'тебе']","['давно', 'стоит', 'понять', 'что', 'в', 'этой', 'жизни', 'никто', 'не', 'сделает', 'так', 'как', 'лучше', 'тебе']",-201.1466971623805,-185.16573432246886
12,а вообще конечно не представляю как все писят лет все забавляются над дядькой,а вообще конечно не представляю как все пятьдесят лет все забавляются над дядькой,"['а', 'вообще', 'конечно', 'не', 'представляю', 'как', 'все', 'писят', 'лет', 'все', 'забавляются', 'над', 'дядькой']","['а', 'вообще', 'конечно', 'не', 'представляю', 'как', 'все', 'пятьдесят', 'лет', 'все', 'забавляются', 'над', 'дядькой']",-208.59674469981098,-192.82517035690557
13,отработав под палящим магдалиновским солнцем народ ринулся к воде к самой чистой в,отработав под палящим магдалиновским солнцем народ ринулся к воде к самой чистой в,"['отработав', 'под', 'палящим', 'магдалиновским', 'солнцем', 'народ', 'ринулся', 'к', 'воде', 'к', 'самой', 'чистой', 'в']","['отработав', 'под', 'палящим', 'магдалиновским', 'солнцем', 'народ', 'ринулся', 'к', 'воде', 'к', 'самой', 'чистой', 'в']",-207.73665037705737,-208.42781511758704
14,акцент в последнем предложении правда не совсем понятен,акцент в последнем предложении правда не совсем понятен,"['акцент', 'в', 'последнем', 'предложении', 'правда', 'не', 'совсем', 'понятен']","['акцент', 'в', 'последнем', 'предложении', 'правда', 'не', 'совсем', 'понятен']",-113.2279635854248,-113.52119535877603
15,в детстве я был толстым кучерявым и чрезвычайно прожорливым блондином,в детстве я был толстым кучерявым и чрезвычайно прожорливым блондином,"['в', 'детстве', 'я', 'был', 'толстым', 'кучерявым', 'и', 'чрезвычайно', 'прожорливым', 'блондином']","['в', 'детстве', 'я', 'был', 'толстым', 'кучерявым', 'и', 'чрезвычайно', 'прожорливым', 'блондином']",-123.98663661235726,-124.69543917092103
16,он сейчас в отъезде но почту проверять должен переодически,он сейчас в отъезде но почту проверять должен периодически,"['он', 'сейчас', 'в', 'отъезде', 'но', 'почту', 'проверять', 'должен', 'переодически']","['он', 'сейчас', 'в', 'отъезде', 'но', 'почту', 'проверять', 'должен', 'периодически']",-150.80529550326366,-164.2018948081003
17,колодцы практически везде оборудованы вот такими колесами наверное традиция,колодцы практически везде оборудованы вот такими колесами наверное традиция,"['колодцы', 'практически', 'везде', 'оборудованы', 'вот', 'такими', 'колесами', 'наверное', 'традиция']","['колодцы', 'практически', 'везде', 'оборудованы', 'вот', 'такими', 'колесами', 'наверное', 'традиция']",-197.03402007971482,-198.31665684670958
18,через пару минут он возращаеться и приносит два стакана честно говоря я так и не понял почему два ну да ладно нам не привыкать и когда я ему объяснил что нужно было три он долго порывался сбегать еще раз но видя какие стаканы он принес я понял что лучше пить из горла а стаканы или даже точнее бокалы енти это отдельная история енто были огромные бокалы под коктель маргарита,через пару минут он возвращается и приносит два стакана честно говоря я так и не понял почему два ну да ладно нам не привыкать и когда я ему объяснил что нужно было три он долго порывался сбегать еще раз но видя какие стаканы он принес я понял что лучше пить из горла а стаканы или даже точнее бокалы эти это отдельная история это были огромные бокалы под коктейль маргарита,"['через', 'пару', 'минут', 'он', 'возращаеться', 'и', 'приносит', 'два', 'стакана', 'честно', 'говоря', 'я', 'так', 'и', 'не', 'понял', 'почему', 'два', 'ну', 'да', 'ладно', 'нам', 'не', 'привыкать', 'и', 'когда', 'я', 'ему', 'объяснил', 'что', 'нужно', 'было', 'три', 'он', 'долго', 'порывался', 'сбегать', 'еще', 'раз', 'но', 'видя', 'какие', 'стаканы', 'он', 'принес', 'я', 'понял', 'что', 'лучше', 'пить', 'из', 'горла', 'а', 'стаканы', 'или', 'даже', 'точнее', 'бокалы', 'енти', 'это', 'отдельная', 'история', 'енто', 'были', 'огромные', 'бокалы', 'под', 'коктель', 'маргарита']","['через', 'пару', 'минут', 'он', 'возвращается', 'и', 'приносит', 'два', 'стакана', 'честно', 'говоря', 'я', 'так', 'и', 'не', 'понял', 'почему', 'два', 'ну', 'да', 'ладно', 'нам', 'не', 'привыкать', 'и', 'когда', 'я', 'ему', 'объяснил', 'что', 'нужно', 'было', 'три', 'он', 'долго', 'порывался', 'сбегать', 'еще', 'раз', 'но', 'видя', 'какие', 'стаканы', 'он', 'принес', 'я', 'понял', 'что', 'лучше', 'пить', 'из', 'горла', 'а', 'стаканы', 'или', 'даже', 'точнее', 'бокалы', 'эти', 'это', 'отдельная', 'история', 'это', 'были', 'огромные', 'бокалы', 'под', 'коктейль', 'маргарита']",-933.6466230255131,-922.3719500480278
19,живет где надо тормозит где надо разгоняется ставит цели и достегает их или просто сидит дома смотрит аниме,живет где надо тормозит где надо разгоняется ставит цели и достигает их или просто сидит дома смотрит аниме,"['живет', 'где', 'надо', 'тормозит', 'где', 'надо', 'разгоняется', 'ставит', 'цели', 'и', 'достегает', 'их', 'или', 'просто', 'сидит', 'дома', 'смотрит', 'аниме']","['живет', 'где', 'надо', 'тормозит', 'где', 'надо', 'разгоняется', 'ставит', 'цели', 'и', 'достигает', 'их', 'или', 'просто', 'сидит', 'дома', 'смотрит', 'аниме']",-314.73732723099204,-319.4411310942174
20,на второй день своего прибывания в общаге я заметил теннисный стол в общей комнате в доме напротив,на второй день своего пребывания в общаге я заметил теннисный стол в общей комнате в доме напротив,"['на', 'второй', 'день', 'своего', 'прибывания', 'в', 'общаге', 'я', 'заметил', 'теннисный', 'стол', 'в', 'общей', 'комнате', 'в', 'доме', 'напротив']","['на', 'второй', 'день', 'своего', 'пребывания', 'в', 'общаге', 'я', 'заметил', 'теннисный', 'стол', 'в', 'общей', 'комнате', 'в', 'доме', 'напротив']",-176.79031928386985,-161.30033877991264
21,последние пять тысяч лет человеческая нога туда не ступала даже у восьмого департамента что-то не сложилось,последние пять тысяч лет человеческая нога туда не ступала даже у восьмого департамента что-то не сложилось,"['последние', 'пять', 'тысяч', 'лет', 'человеческая', 'нога', 'туда', 'не', 'ступала', 'даже', 'у', 'восьмого', 'департамента', 'что-то', 'не', 'сложилось']","['последние', 'пять', 'тысяч', 'лет', 'человеческая', 'нога', 'туда', 'не', 'ступала', 'даже', 'у', 'восьмого', 'департамента', 'что-то', 'не', 'сложилось']",-217.65799498050245,-218.0776978049614
22,шеф просил учавствовать в тендере ceo,шеф просил участвовать в тендере ceo,"['шеф', 'просил', 'учавствовать', 'в', 'тендере', 'ceo']","['шеф', 'просил', 'участвовать', 'в', 'тендере', 'ceo']",-112.93215036048765,-114.96990537139362
23,а теперь смотрите чтоже мы увидили,а теперь смотрите что же мы увидели,"['а', 'теперь', 'смотрите', 'чтоже', 'мы', 'увидили']","['а', 'теперь', 'смотрите', 'что', 'же', 'мы', 'увидели']",-95.28528977889934,-91.26924629016173
24,я не тьолка я девачка,я не телка я девочка,"['я', 'не', 'тьолка', 'я', 'девачка']","['я', 'не', 'телка', 'я', 'девочка']",-82.12357968774762,-102.32473220337425
25,в общем началась война и через два года оба племени истребили друг друга полностью,в общем началась война и через два года оба племени истребили друг друга полностью,"['в', 'общем', 'началась', 'война', 'и', 'через', 'два', 'года', 'оба', 'племени', 'истребили', 'друг', 'друга', 'полностью']","['в', 'общем', 'началась', 'война', 'и', 'через', 'два', 'года', 'оба', 'племени', 'истребили', 'друг', 'друга', 'полностью']",-148.8444356985483,-149.85075455469888
26,интересный эффект гротескной иллюзии,интересный эффект гротескной иллюзии,"['интересный', 'эффект', 'гротескной', 'иллюзии']","['интересный', 'эффект', 'гротескной', 'иллюзии']",-79.89514268858937,-79.92988762951181
27,а вот чего они там таким составом делали это уже сложней,а вот чего они там таким составом делали это уже сложней,"['а', 'вот', 'чего', 'они', 'там', 'таким', 'составом', 'делали', 'это', 'уже', 'сложней']","['а', 'вот', 'чего', 'они', 'там', 'таким', 'составом', 'делали', 'это', 'уже', 'сложней']",-162.65074741986075,-163.69108956363604
28,я в российские агенства не верю,я в российские агентства не верю,"['я', 'в', 'российские', 'агенства', 'не', 'верю']","['я', 'в', 'российские', 'агентства', 'не', 'верю']",-75.94554992545955,-84.8565907259525
29,уничтоженный пожаром каменный храм восстановили своими силами в 1860 году уральские казаки,уничтоженный пожаром каменный храм восстановили своими силами в 1860 году уральские казаки,"['уничтоженный', 'пожаром', 'каменный', 'храм', 'восстановили', 'своими', 'силами', 'в', '1860', 'году', 'уральские', 'казаки']","['уничтоженный', 'пожаром', 'каменный', 'храм', 'восстановили', 'своими', 'силами', 'в', '1860', 'году', 'уральские', 'казаки']",-145.89061435089258,-146.44510215758788
30,длина 10 8 км а ширена в самом широком месте достегает 4 км,длина 10.8 км а ширина в самом широком месте достигает 4 км,"['длина', '10', '8', 'км', 'а', 'ширена', 'в', 'самом', 'широком', 'месте', 'достегает', '4', 'км']","['длина', '10.8', 'км', 'а', 'ширина', 'в', 'самом', 'широком', 'месте', 'достигает', '4', 'км']",-142.89070377449977,-111.5565943911673
31,дело и в том что белоруссия единственная постсоветская республика которая смогла переломить предначертанный ей ход событий остаться независимой и идти собственным путем,дело и в том что белоруссия единственная постсоветская республика которая смогла переломить предначертанный ей ход событий остаться независимой и идти собственным путем,"['дело', 'и', 'в', 'том', 'что', 'белоруссия', 'единственная', 'постсоветская', 'республика', 'которая', 'смогла', 'переломить', 'предначертанный', 'ей', 'ход', 'событий', 'остаться', 'независимой', 'и', 'идти', 'собственным', 'путем']","['дело', 'и', 'в', 'том', 'что', 'белоруссия', 'единственная', 'постсоветская', 'республика', 'которая', 'смогла', 'переломить', 'предначертанный', 'ей', 'ход', 'событий', 'остаться', 'независимой', 'и', 'идти', 'собственным', 'путем']",-266.9411854720379,-267.1001549093303
32,да впринципе ниче особого говорю так как есть,да в принципе ничего особого говорю так как есть,"['да', 'впринципе', 'ниче', 'особого', 'говорю', 'так', 'как', 'есть']","['да', 'в', 'принципе', 'ничего', 'особого', 'говорю', 'так', 'как', 'есть']",-152.22412570604288,-144.1018876967639
33,чесно говоря выбора у нас особого не было как добираться до питера потому что самолет дорого а на машине я ехать отказалась потому что жалко мне и водителя одного и ребенка мучить не хотелось,честно говоря выбора у нас особого не было как добираться до питера потому что самолет дорого а на машине я ехать отказалась потому что жалко мне и водителя одного и ребенка мучить не хотелось,"['чесно', 'говоря', 'выбора', 'у', 'нас', 'особого', 'не', 'было', 'как', 'добираться', 'до', 'питера', 'потому', 'что', 'самолет', 'дорого', 'а', 'на', 'машине', 'я', 'ехать', 'отказалась', 'потому', 'что', 'жалко', 'мне', 'и', 'водителя', 'одного', 'и', 'ребенка', 'мучить', 'не', 'хотелось']","['честно', 'говоря', 'выбора', 'у', 'нас', 'особого', 'не', 'было', 'как', 'добираться', 'до', 'питера', 'потому', 'что', 'самолет', 'дорого', 'а', 'на', 'машине', 'я', 'ехать', 'отказалась', 'потому', 'что', 'жалко', 'мне', 'и', 'водителя', 'одного', 'и', 'ребенка', 'мучить', 'не', 'хотелось']",-462.518824906102,-457.86424513605107
34,помоему надо их уже ставить к стенке и просто в тупую растреливать,по-моему надо их уже ставить к стенке и просто втупую расстреливать,"['помоему', 'надо', 'их', 'уже', 'ставить', 'к', 'стенке', 'и', 'просто', 'в', 'тупую', 'растреливать']","['по-моему', 'надо', 'их', 'уже', 'ставить', 'к', 'стенке', 'и', 'просто', 'втупую', 'расстреливать']",-165.968070589623,-164.01500177533777
35,и незря эту песню перепевали 100 тысяч раз,и не зря эту песню перепевали 100 тысяч раз,"['и', 'незря', 'эту', 'песню', 'перепевали', '100', 'тысяч', 'раз']","['и', 'не', 'зря', 'эту', 'песню', 'перепевали', '100', 'тысяч', 'раз']",-112.31994102676934,-108.99592369170612
36,короче у вожатого имеется реальная маза недели две а то и три славно пожить на полном государственном обеспечении плюс детские сонники разные там мягкие булки и квадратные печенья с кефирчиком сверхурочно,короче у вожатого имеется реальная маза недели две а то и три славно пожить на полном государственном обеспечении плюс детские сонники разные там мягкие булки и квадратные печенья с кефирчиком сверхурочно,"['короче', 'у', 'вожатого', 'имеется', 'реальная', 'маза', 'недели', 'две', 'а', 'то', 'и', 'три', 'славно', 'пожить', 'на', 'полном', 'государственном', 'обеспечении', 'плюс', 'детские', 'сонники', 'разные', 'там', 'мягкие', 'булки', 'и', 'квадратные', 'печенья', 'с', 'кефирчиком', 'сверхурочно']","['короче', 'у', 'вожатого', 'имеется', 'реальная', 'маза', 'недели', 'две', 'а', 'то', 'и', 'три', 'славно', 'пожить', 'на', 'полном', 'государственном', 'обеспечении', 'плюс', 'детские', 'сонники', 'разные', 'там', 'мягкие', 'булки', 'и', 'квадратные', 'печенья', 'с', 'кефирчиком', 'сверхурочно']",-482.8718695398575,-482.8718482121102
37,уже в конце xx века на западе не вступивших в брак женщин было столько же сколько вступивших,уже в конце xx века на западе не вступивших в брак женщин было столько же сколько вступивших,"['уже', 'в', 'конце', 'xx', 'века', 'на', 'западе', 'не', 'вступивших', 'в', 'брак', 'женщин', 'было', 'столько', 'же', 'сколько', 'вступивших']","['уже', 'в', 'конце', 'xx', 'века', 'на', 'западе', 'не', 'вступивших', 'в', 'брак', 'женщин', 'было', 'столько', 'же', 'сколько', 'вступивших']",-227.62563943213007,-227.6256334307316
38,на сайте асинхронные машины откапал всю нужную информацию,на сайте асинхронные машины откопал всю нужную информацию,"['на', 'сайте', 'асинхронные', 'машины', 'откапал', 'всю', 'нужную', 'информацию']","['на', 'сайте', 'асинхронные', 'машины', 'откопал', 'всю', 'нужную', 'информацию']",-127.61286910479741,-149.97836381667238
39,к середине десятилетия увлечение вампирами изжевало себя,к середине десятилетия увлечение вампирами изживало себя,"['к', 'середине', 'десятилетия', 'увлечение', 'вампирами', 'изжевало', 'себя']","['к', 'середине', 'десятилетия', 'увлечение', 'вампирами', 'изживало', 'себя']",-121.80094002380821,-115.80856830411248
40,жека довел торги до 1000 но охранник не приклонился хотя оч хотел,жека довел торги до 1000 но охранник не преклонился хотя очень хотел,"['жека', 'довел', 'торги', 'до', '1000', 'но', 'охранник', 'не', 'приклонился', 'хотя', 'оч', 'хотел']","['жека', 'довел', 'торги', 'до', '1000', 'но', 'охранник', 'не', 'преклонился', 'хотя', 'очень', 'хотел']",-216.76552248034392,-215.20516439601036
41,оделась на голове чтото путно едаже соорудила вопреки опять же всему,оделась на голове что-то путное даже соорудила вопреки опять же всему,"['оделась', 'на', 'голове', 'чтото', 'путно', 'едаже', 'соорудила', 'вопреки', 'опять', 'же', 'всему']","['оделась', 'на', 'голове', 'что-то', 'путное', 'даже', 'соорудила', 'вопреки', 'опять', 'же', 'всему']",-195.05420033267905,-200.8679877260744
42,вдруг привычный черный небосвод распахивается слепящим кругом и жуткий нержавеющей стали черпак ворошит уносит комья потом небосвод захлопывается с громогласным звоном,вдруг привычный черный небосвод распахивается слепящим кругом и жуткий нержавеющей стали черпак ворошит уносит комья потом небосвод захлопывается с громогласным звоном,"['вдруг', 'привычный', 'черный', 'небосвод', 'распахивается', 'слепящим', 'кругом', 'и', 'жуткий', 'нержавеющей', 'стали', 'черпак', 'ворошит', 'уносит', 'комья', 'потом', 'небосвод', 'захлопывается', 'с', 'громогласным', 'звоном']","['вдруг', 'привычный', 'черный', 'небосвод', 'распахивается', 'слепящим', 'кругом', 'и', 'жуткий', 'нержавеющей', 'стали', 'черпак', 'ворошит', 'уносит', 'комья', 'потом', 'небосвод', 'захлопывается', 'с', 'громогласным', 'звоном']",-368.4840580349841,-368.48406920151876
43,с шумом как то более театрально помойму,с шумом как-то более театрально по-моему,"['с', 'шумом', 'как', 'то', 'более', 'театрально', 'помойму']","['с', 'шумом', 'как-то', 'более', 'театрально', 'по-моему']",-137.5259358178069,-134.6212924493419
44,длинная картинка в альбоме контакта,длинная картинка в альбоме контакта,"['длинная', 'картинка', 'в', 'альбоме', 'контакта']","['длинная', 'картинка', 'в', 'альбоме', 'контакта']",-110.27712739250738,-110.27705781899381
45,в нос вставьте ватку так чтобы воздух проходил но была бы легкая одышка,в нос вставьте ватку так чтобы воздух проходил но была бы легкая одышка,"['в', 'нос', 'вставьте', 'ватку', 'так', 'чтобы', 'воздух', 'проходил', 'но', 'была', 'бы', 'легкая', 'одышка']","['в', 'нос', 'вставьте', 'ватку', 'так', 'чтобы', 'воздух', 'проходил', 'но', 'была', 'бы', 'легкая', 'одышка']",-210.39398505072506,-210.39398515625527
46,может и в правду лутче тебе молчать чем пытаться сказать,может и вправду лучше тебе молчать чем пытаться сказать,"['может', 'и', 'в', 'правду', 'лутче', 'тебе', 'молчать', 'чем', 'пытаться', 'сказать']","['может', 'и', 'вправду', 'лучше', 'тебе', 'молчать', 'чем', 'пытаться', 'сказать']",-189.00211102098297,-148.18922720768268
47,в течение часа самолет находился над целью отвлекая на себя огонь вражеских зениток,в течение часа самолет находился над целью отвлекая на себя огонь вражеских зениток,"['в', 'течение', 'часа', 'самолет', 'находился', 'над', 'целью', 'отвлекая', 'на', 'себя', 'огонь', 'вражеских', 'зениток']","['в', 'течение', 'часа', 'самолет', 'находился', 'над', 'целью', 'отвлекая', 'на', 'себя', 'огонь', 'вражеских', 'зениток']",-146.91309826784172,-146.91311159196795
48,не доверят то что очень хочеться попробывать и из-за этого какой-то неполноценной себя чувствовать начинаешь,не доверят то что очень хочется попробовать и из-за этого какой-то неполноценной себя чувствовать начинаешь,"['не', 'доверят', 'то', 'что', 'очень', 'хочеться', 'попробывать', 'и', 'из-за', 'этого', 'какой-то', 'неполноценной', 'себя', 'чувствовать', 'начинаешь']","['не', 'доверят', 'то', 'что', 'очень', 'хочется', 'попробовать', 'и', 'из-за', 'этого', 'какой-то', 'неполноценной', 'себя', 'чувствовать', 'начинаешь']",-202.32729293805124,-200.77838902718594
49,было бы желание а уж понятия тоталитарная секта и деструктивный культ всегда готовы принять в свои безразмерные объятия всякого кого нужно ничтоже сумняшеся заклеймить не утруждая себя задуматься о последствиях бездумного обращения с такими ярлыками-страшилками,было бы желание а уж понятия тоталитарная секта и деструктивный культ всегда готовы принять в свои безразмерные объятия всякого кого нужно ничтоже сумняшеся заклеймить не утруждая себя задуматься о последствиях бездумного обращения с такими ярлыками-страшилками,"['было', 'бы', 'желание', 'а', 'уж', 'понятия', 'тоталитарная', 'секта', 'и', 'деструктивный', 'культ', 'всегда', 'готовы', 'принять', 'в', 'свои', 'безразмерные', 'объятия', 'всякого', 'кого', 'нужно', 'ничтоже', 'сумняшеся', 'заклеймить', 'не', 'утруждая', 'себя', 'задуматься', 'о', 'последствиях', 'бездумного', 'обращения', 'с', 'такими', 'ярлыками-страшилками']","['было', 'бы', 'желание', 'а', 'уж', 'понятия', 'тоталитарная', 'секта', 'и', 'деструктивный', 'культ', 'всегда', 'готовы', 'принять', 'в', 'свои', 'безразмерные', 'объятия', 'всякого', 'кого', 'нужно', 'ничтоже', 'сумняшеся', 'заклеймить', 'не', 'утруждая', 'себя', 'задуматься', 'о', 'последствиях', 'бездумного', 'обращения', 'с', 'такими', 'ярлыками-страшилками']",-437.63603787186776,-437.6359965844744
50,меня радует что сейчас у меня перед глазами совесм другие примеры я по-любому буду следовать им и это хорошо что я уже сейчас знаю что такое слинг и сс и почему ребенка нужно класть на живот,меня радует что сейчас у меня перед глазами совсем другие примеры я по-любому буду следовать им и это хорошо что я уже сейчас знаю что такое слинг и сс и почему ребенка нужно класть на живот,"['меня', 'радует', 'что', 'сейчас', 'у', 'меня', 'перед', 'глазами', 'совесм', 'другие', 'примеры', 'я', 'по-любому', 'буду', 'следовать', 'им', 'и', 'это', 'хорошо', 'что', 'я', 'уже', 'сейчас', 'знаю', 'что', 'такое', 'слинг', 'и', 'сс', 'и', 'почему', 'ребенка', 'нужно', 'класть', 'на', 'живот']","['меня', 'радует', 'что', 'сейчас', 'у', 'меня', 'перед', 'глазами', 'совсем', 'другие', 'примеры', 'я', 'по-любому', 'буду', 'следовать', 'им', 'и', 'это', 'хорошо', 'что', 'я', 'уже', 'сейчас', 'знаю', 'что', 'такое', 'слинг', 'и', 'сс', 'и', 'почему', 'ребенка', 'нужно', 'класть', 'на', 'живот']",-430.80058747132483,-411.8349977999173
51,оказался я тут в первый и надеюсь последний раз,оказался я тут в первый и надеюсь последний раз,"['оказался', 'я', 'тут', 'в', 'первый', 'и', 'надеюсь', 'последний', 'раз']","['оказался', 'я', 'тут', 'в', 'первый', 'и', 'надеюсь', 'последний', 'раз']",-110.52315015991385,-110.52315431340408
52,сегодня китай закупает более двух третей произведенной в судане нефти,сегодня китай закупает более двух третей произведенной в судане нефти,"['сегодня', 'китай', 'закупает', 'более', 'двух', 'третей', 'произведенной', 'в', 'судане', 'нефти']","['сегодня', 'китай', 'закупает', 'более', 'двух', 'третей', 'произведенной', 'в', 'судане', 'нефти']",-135.8449820398344,-135.8449362558535
53,многие ультра-националисты и другие люди положительно бы отнеслись к подобному решению вопроса,многие ультра-националисты и другие люди положительно бы отнеслись к подобному решению вопроса,"['многие', 'ультра-националисты', 'и', 'другие', 'люди', 'положительно', 'бы', 'отнеслись', 'к', 'подобному', 'решению', 'вопроса']","['многие', 'ультра-националисты', 'и', 'другие', 'люди', 'положительно', 'бы', 'отнеслись', 'к', 'подобному', 'решению', 'вопроса']",-129.3934127868366,-129.39342769408995
54,найдены также остатки мыла которое викинги делали самостоятельно,найдены также остатки мыла которое викинги делали самостоятельно,"['найдены', 'также', 'остатки', 'мыла', 'которое', 'викинги', 'делали', 'самостоятельно']","['найдены', 'также', 'остатки', 'мыла', 'которое', 'викинги', 'делали', 'самостоятельно']",-154.56837400334322,-154.56835923106215
